tweet_text,synthesized_summary,responder_role,secondary_annotation,disaster_type,information_type,input_text,source_row_id
Toll in Bangladesh collapse above 650: Here is the latest from Bangladesh on Monday concerning the calamitous ... http://t.co/6KMc7wvdux,Police should evaluate crowd control and security measures in response to the reported collapse affecting over 650 individuals in Bangladesh.,Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: Toll in Bangladesh collapse above 650: Here is the latest from Bangladesh on Monday concerning the calamitous ... http://t.co/6KMc7wvdux
Secondary Annotations: DCC
Information Type: Affected individuals",23340
RT @Janney_h: Omg.. Scary scenes over road #crash #helicopter #Glasgow http://t.co/wNWC8FH5ct,Police should assess the scene for public safety and traffic hazards following the reported helicopter crash in Glasgow.,Police,DCC,Crash,Other Useful Information,"Responder Roles: Police
Disaster Type: Crash
Tweet: RT @Janney_h: Omg.. Scary scenes over road #crash #helicopter #Glasgow http://t.co/wNWC8FH5ct
Secondary Annotations: DCC
Information Type: Other Useful Information",13912
RT @BBCBreaking: Philippines storm: More than 300 dead and hundreds more missing in wake of Typhoon Bopha - civil defence office http:// ...,"Police should assess crowd control and potential crime, while firefighters prepare for search and rescue of missing individuals post-typhoon.",Police/Firefighter,DCC/USAR,Typhoon,Affected individuals,"Responder Roles: Police, Firefighter
Disaster Type: Typhoon
Tweet: RT @BBCBreaking: Philippines storm: More than 300 dead and hundreds more missing in wake of Typhoon Bopha - civil defence office http:// ...
Secondary Annotations: DCC, USAR
Information Type: Affected individuals",6335
"RT @9NEWS: Colorado floods: 11,700 evacuated http://t.co/f2FGpQYOiC #9NEWS",Police should evaluate evacuation routes and coordinate with DCC to ensure public safety amid reported floods and evacuations.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @9NEWS: Colorado floods: 11,700 evacuated http://t.co/f2FGpQYOiC #9NEWS
Secondary Annotations: DCC
Information Type: Affected individuals",13219
RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.,Police should assess ongoing threats and coordinate with DCC for public safety following the arrest of a bombing suspect.,Police,DCC,Bombings,Other Useful Information,"Responder Roles: Police
Disaster Type: Bombings
Tweet: RT @BostonGlobe: BREAKING NEWS: Boston Marathon terror bombing suspect has been arrested.
Secondary Annotations: DCC
Information Type: Other Useful Information",11643
RT @STcom: #SGHaze update: PSI is 190 at 8pm @NEAsg,Firefighters should monitor air quality and assess potential hazardous material exposure due to reported haze levels.,Firefighter,HAZMAT,Haze,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: RT @STcom: #SGHaze update: PSI is 190 at 8pm @NEAsg
Secondary Annotations: HAZMAT
Information Type: Other Useful Information",24158
RT @9NEWS: Evacuations lifted in Flagstaff Fire near Boulder  #9NEWSHeadlines,Firefighters should monitor for flare-ups and assess containment after evacuations were lifted in the Flagstaff Fire area.,Firefighter,FC/USAR,Wildfire,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @9NEWS: Evacuations lifted in Flagstaff Fire near Boulder  #9NEWSHeadlines
Secondary Annotations: FC, USAR
Information Type: Caution and advice",925
Colorado Fracking Site Flooding   September 2013 HD: http://t.co/nFodFMEguo via @youtube,Police should evaluate safety concerns related to flooding at the fracking site and liaise with DCC for coordinated action.,Police,DCC,Floods,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Floods
Tweet: Colorado Fracking Site Flooding   September 2013 HD: http://t.co/nFodFMEguo via @youtube
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",13657
RT @nypost: Witnesses describe LAX shooting suspect as fairly young and dressed in camouflage http://t.co/tgH6Ls9XGx,"Police should assess reports of a young suspect in camouflage, focusing on public safety and scene security.",Police,DCC,Shootings,Affected individuals,"Responder Roles: Police
Disaster Type: Shootings
Tweet: RT @nypost: Witnesses describe LAX shooting suspect as fairly young and dressed in camouflage http://t.co/tgH6Ls9XGx
Secondary Annotations: DCC
Information Type: Affected individuals",15383
RT @CBCAlerts: Magnitude 7.2 earthquake strikes Bohol province of #Philippines.,"Following the earthquake, police should monitor for crowd control and crime, firefighters must assess structural risks, and EMS should prepare for medical emergencies.",Police/Firefighter/EMS,DCC/USAR/MMU,Earthquake,Other Useful Information,"Responder Roles: Police, Firefighter, EMS
Disaster Type: Earthquake
Tweet: RT @CBCAlerts: Magnitude 7.2 earthquake strikes Bohol province of #Philippines.
Secondary Annotations: DCC, USAR, MMU
Information Type: Other Useful Information",10053
RT @HuffingtonPost: Powerful earthquake hits Costa Rica http://t.co/WQBiY4NX,"Police should monitor for crowd control and crime, while firefighters prepare for potential search and rescue operations post-earthquake.",Police/Firefighter,DCC/USAR,Earthquake,Other Useful Information,"Responder Roles: Police, Firefighter
Disaster Type: Earthquake
Tweet: RT @HuffingtonPost: Powerful earthquake hits Costa Rica http://t.co/WQBiY4NX
Secondary Annotations: DCC, USAR
Information Type: Other Useful Information",1508
We've reached the point of our trip to Colorado that we should be able to see mountains but because of the wildfires all we see is a haze.,Visibility is compromised due to wildfire smoke; firefighters should evaluate fire spread risks and monitor air quality.,Firefighter,FC,Wildfire,Affected individuals,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: We've reached the point of our trip to Colorado that we should be able to see mountains but because of the wildfires all we see is a haze.
Secondary Annotations: FC
Information Type: Affected individuals",1147
At least 250 people injuried because of the meteor shower. ): #RussianMeteor,"Police should assess crowd control and safety, while EMS prepares for triage and transport of at least 250 injured individuals.",Police/EMS,DCC/MMU,Meteorite,Affected individuals,"Responder Roles: Police, EMS
Disaster Type: Meteorite
Tweet: At least 250 people injuried because of the meteor shower. ): #RussianMeteor
Secondary Annotations: DCC, MMU
Information Type: Affected individuals",20525
"fear of fear in #Chelyabinsk, #meteorrain, I was in the midst of events",Police should assess public sentiment and potential crowd control needs due to reported fear in Chelyabinsk.,Police,DCC,Meteorite,Sympathy and support,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: fear of fear in #Chelyabinsk, #meteorrain, I was in the midst of events
Secondary Annotations: DCC
Information Type: Sympathy and support",20873
RT @cityofcalgary: ATTN: The upper deck of the Centre St. Bridge is CLOSED. #yycflood,Police should evaluate traffic management around the closed Centre St. Bridge in response to flooding conditions.,Police,TEU,Floods,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @cityofcalgary: ATTN: The upper deck of the Centre St. Bridge is CLOSED. #yycflood
Secondary Annotations: TEU
Information Type: Infrastructure and utilities",7875
RT @BanffCoffeeHous: #abflood #canmore #volunteers -  The book store on Main Street is flooding &amp; needs volunteers help moving books. Talk …,"Police should ensure crowd control and safety, while EMS should monitor for injuries among volunteers during the flood response.",Police/EMS,DCC/MMU,Floods,Donations and volunteering,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: RT @BanffCoffeeHous: #abflood #canmore #volunteers -  The book store on Main Street is flooding &amp; needs volunteers help moving books. Talk …
Secondary Annotations: DCC, MMU
Information Type: Donations and volunteering",7919
"RT @cnnbrk: #Colorado firefighters facing more wind, heat. http://t.co/wQA8phBt",Firefighters should evaluate the potential for rapid fire spread given the reported wind and heat conditions in Colorado.,Firefighter,FC,Wildfire,Affected individuals,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @cnnbrk: #Colorado firefighters facing more wind, heat. http://t.co/wQA8phBt
Secondary Annotations: FC
Information Type: Affected individuals",286
"RT @BBCBreaking: At least four people confirmed dead - 63 injured - in the Metro-North train crash, New York Fire Department says http://t.…",Police should assess crowd control needs and potential criminal activity at the derailment site with reported casualties.,Police,DCC,Derailment,Affected individuals,"Responder Roles: Police
Disaster Type: Derailment
Tweet: RT @BBCBreaking: At least four people confirmed dead - 63 injured - in the Metro-North train crash, New York Fire Department says http://t.…
Secondary Annotations: DCC
Information Type: Affected individuals",18181
"RT @ajamlive: Airport police chief Gannon confirms shooter pulled an assault rifle out of bag, continued shooting in area where screeners a…",Police should assess threats from the shooter and manage crowd control near the incident site at the airport.,Police,CPU,Shootings,Affected individuals,"Responder Roles: Police
Disaster Type: Shootings
Tweet: RT @ajamlive: Airport police chief Gannon confirms shooter pulled an assault rifle out of bag, continued shooting in area where screeners a…
Secondary Annotations: CPU
Information Type: Affected individuals",15307
"RT @AP: The Philippines has had it's share of deadly storms, but Typhoon Haiyan's devastation shocks officials: http://t.co/TrmOWMXGb7 -SS",Police should assess public safety threats and coordinate with DCC in response to Typhoon Haiyan's reported devastation.,Police,DCC,Typhoon,Other Useful Information,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @AP: The Philippines has had it's share of deadly storms, but Typhoon Haiyan's devastation shocks officials: http://t.co/TrmOWMXGb7 -SS
Secondary Annotations: DCC
Information Type: Other Useful Information",26186
@tobeymonster Bangladesh collapse toll passes 400: The number of people killed in the collapse of a factory building ...  @SancheezyRican,"Police should evaluate crowd control and security measures in response to the factory collapse, given the reported toll of over 400 fatalities.",Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: @tobeymonster Bangladesh collapse toll passes 400: The number of people killed in the collapse of a factory building ...  @SancheezyRican
Secondary Annotations: DCC
Information Type: Affected individuals",23130
Colorado Flooding: Nebraska's Platte River Next in Line for Flood Surge http://t.co/D48bgNpHSi #COM #Mexico #NationalWeatherService,Police should monitor flooding impacts and assess evacuation needs as Nebraska's Platte River faces a flood surge threat.,Police,DCC,Floods,Caution and advice,"Responder Roles: Police
Disaster Type: Floods
Tweet: Colorado Flooding: Nebraska's Platte River Next in Line for Flood Surge http://t.co/D48bgNpHSi #COM #Mexico #NationalWeatherService
Secondary Annotations: DCC
Information Type: Caution and advice",13693
RT @RDLKid: @springrose12 @HDNER Tsunami warning in Caribbean cancelled following Costa Rican earthquake; was meant for Pacific Ocean,"Police should monitor crowd control and public safety, while firefighters assess structural safety post-earthquake.",Police/Firefighter,DCC/USAR,Earthquake,Caution and advice,"Responder Roles: Police, Firefighter
Disaster Type: Earthquake
Tweet: RT @RDLKid: @springrose12 @HDNER Tsunami warning in Caribbean cancelled following Costa Rican earthquake; was meant for Pacific Ocean
Secondary Annotations: DCC, USAR
Information Type: Caution and advice",1634
#Latest #News Flooding May Force 100000 From West Canada Homes - ABC News: ABC NewsFlooding May Force 1... http://t.co/bSKpPKM0fu #BNews,"Police should assess evacuation needs and crowd control, while EMS prepares for medical emergencies and patient transport in affected areas.",Police/EMS,DCC/MMU,Floods,Affected individuals,"Responder Roles: Police, EMS
Disaster Type: Floods
Tweet: #Latest #News Flooding May Force 100000 From West Canada Homes - ABC News: ABC NewsFlooding May Force 1... http://t.co/bSKpPKM0fu #BNews
Secondary Annotations: DCC, MMU
Information Type: Affected individuals",7855
